_id,today,_Exact Location_latitude,_Exact Location_longitude,Governorat,District,Is the company registered,What is the Type of registration?,Business name:,Economic sector:,Sub-sector:,Please specify the business products and services,Phone Number,Business Phone Number (If applicable),Enterprise size in terms of number of employees:,"Enterprise size (Micro, Small, Medium, Large)",Do you have any current available vacancies?,Number of job vacancies:,Current//Types of positions available:/Interns,Current//Types of positions available:/Seasonal employees,Current//Types of positions available:/Entry level,Current//Types of positions available:/Mid-senior level,Current//Types of positions available:/Senior management level,Current//Areas of recruitment:/Customer Service Representatives,Current//Areas of recruitment:/Sales,Current//Priority areas of recruitment:/Information Technology (IT),Current//Priority areas of recruitment:/Marketing,Current//Priority areas of recruitment:/Administrative Staff,Current//Priority areas of recruitment:/Finance,Current//Priority areas of recruitment:/Operational Staff (logistics and supply chain),Current//Priority areas of recruitment:/Technical Staff,Current//Priority areas of recruitment:/Others,Current//Please specify,Do you consider youth (18-29 years) from the local community for employment?,Do you expect the need for employees in the next year?,Number of expected job vacancies:,Future//Types of positions available:/Interns,Future//Types of positions available:/Seasonal employees,Future//Types of positions available:/Entry level,Future//Types of positions available:/Mid-senior level,Future//Types of positions available:/Senior management level,Future//TOTAL,Future//Areas of recruitment:/Customer Service Representatives,Future//Areas of recruitment:/Sales,Future//Priority areas of recruitment:/Information Technology (IT),Future//Priority areas of recruitment:/Marketing,Future//Priority areas of recruitment:/Administrative Staff,Future//Priority areas of recruitment:/Finance,Future//Priority areas of recruitment:/Operational Staff (logistics and supply chain),Future//Priority areas of recruitment:/Technical Staff,Future//Priority areas of recruitment:/Others,Future//Please specify,start_date,end_date,start_time,end_time
380823502,2024-09-07,32.3300815,35.7504127,Ajloun,Ajloun Qasabah,Yes,Sole proprietorship,ملبوسات بيبي الأمير ,Wholesale and Retail Trade,Retail trade (apparel),ملابس للاطفال,776488260,776488260,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-07,2024-09-07,15:02:14.711000,15:15:32.227000
380823507,2024-09-07,32.3306987,35.7504127,Ajloun,Ajloun Qasabah,Yes,Limited liability,ملبوسات اليقين,Wholesale and Retail Trade,Retail trade (apparel),ملابس للسيدات,772152780,772152780,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-07,2024-09-07,15:16:32.395000,15:21:09.639000
380823509,2024-09-07,32.3306987,35.7504127,Ajloun,Ajloun Qasabah,Yes,Sole proprietorship,ملبوسات الجود ,Wholesale and Retail Trade,Retail trade (apparel),ملابس للسيدات,778923051,778923051,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-07,2024-09-07,15:21:14.158000,15:24:25.353000
380823515,2024-09-07,32.3287984,35.7524598,Ajloun,Ajloun Qasabah,No,Not Registered,الوسام ,Wholesale and Retail Trade,Wholesale trading,احذيه,796670898,796670898,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-07,2024-09-07,15:28:32.031000,15:34:18.153000
380823517,2024-09-07,32.3300571,35.7514362,Ajloun,Ajloun Qasabah,No,Not Registered,صفاء للحلويات,Manufacturing,Food processing,تصنيع الحلويات ,796670898,795594289,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-07,2024-09-07,15:34:21.088000,15:38:05.917000
380823520,2024-09-07,32.3090121,35.7582597,Ajloun,Anjara,No,Not Registered,غزل مني مول,Wholesale and Retail Trade,Wholesale trading, مبيعات المكسرات والمخلوطه والقهوه وشوكولاته,776186650,776186650,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-07,2024-09-07,16:14:37.299000,16:49:26.878000
380857417,2024-09-07,32.3104651,35.7490479,Ajloun,Anjara,Yes,Sole proprietorship,مريم الفارس للاعشاب الطبيعيه,Manufacturing,Food processing,لإنتاج الزعتر والبوقوليات سماق بهارات مشكله مطاحن,779164355,779164355,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,2,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,,2024-09-07,2024-09-07,10:08:19.203000,19:07:01.364000
380857423,2024-09-07,32.3584066,35.7657648,Ajloun,Anjara,Yes,Sole proprietorship,صالون سعاد لسيدات,"Arts, Entertainment, and Recreation",Recreation,صالون لتجميل وتحفيل السيدات,772601760,772601760,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,,2024-09-07,2024-09-07,18:25:13.690000,19:06:54.897000
380857429,2024-09-07,32.3065803,35.7556912,Ajloun,Anjara,No,Not Registered,شقق ابو راشد مفروشه للايجار,Accommodation and Food Services (Tourism(,Hotels,شقق للايجار واقامه السياح في عجلون عنجره على جبالها الشاما,772142877,772142877,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,2,0,1,0,0,1,2,0,0,0,0,1,0,1,0,0,,2024-09-07,2024-09-07,19:01:26.014000,19:05:14.122000
380857435,2024-09-07,32.3065803,35.7556912,Ajloun,Anjara,No,Not Registered,بيت خيرات الجبل ,Manufacturing,Food processing,خدمات الطعام والشراب معجنات ,776404496,776404496,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-07,2024-09-07,19:07:23.461000,19:10:40.366000
380869610,2024-09-07,30.5206554,35.5687905,Maan,Ash-Shobek,Yes,Sole proprietorship,تكسي مسلم ,Transportation and Storage,Road transportation,تكسي مكتب نقل الركاب إلى أماكن مختلفة في لواء الشوبك ,772407668,772407668,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,Yes,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,سائق مكتب ,2024-09-07,2024-09-07,17:28:10.729000,17:35:11.935000
380869615,2024-09-07,30.520744,35.569148,Maan,Ash-Shobek,No,Not Registered,مشروع بيتي ,Manufacturing,Textile manufacturing,تهديب مناديب بأنواعها ,772371673,772371673,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-07,2024-09-07,18:22:08.033000,18:24:48.545000
380869626,2024-09-07,30.5196967,35.57476,Maan,Ash-Shobek,No,Not Registered,مطبخ انتاجي ,Accommodation and Food Services (Tourism(,Restaurants,عمل الشوشبرك والوجبات والكبة ,776199890,776199890,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-07,2024-09-07,18:32:27.876000,18:36:20.104000
380869634,2024-09-07,30.5199166,35.5750585,Maan,Ash-Shobek,No,Not Registered,مطبخ انتاجي ,Accommodation and Food Services (Tourism(,Restaurants,تقديم وجبات غذائية بيع مربيات وخل تفاح ,772273375,772273375,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-07,2024-09-07,18:36:58.314000,18:39:52.735000
380869647,2024-09-07,30.5230519,35.5751904,Maan,Ash-Shobek,No,Not Registered,مطبخ انتاجي ,Manufacturing,Food processing,عمل قوالب كيك بتصاميم مختلفة ,777938435,777938435,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-07,2024-09-07,18:39:56.392000,18:42:46.121000
380869654,2024-09-07,30.5253253,35.582699,Maan,Ash-Shobek,No,Not Registered,شقيلة للريزن,Manufacturing,Chemical manufacturing,صناعة الريزن وعمل قوالب مختلفة ,79385319,79385319,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-07,2024-09-07,19:26:23.118000,19:29:38.655000
380869662,2024-09-07,30.5253217,35.582665,Maan,Ash-Shobek,No,Not Registered,تصوير فوتوغرافي ,Human Health and Social Work Activities,Welfare services,تصوير جميع المناسبات ,776492616,776492616,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-07,2024-09-07,19:34:34.796000,19:37:14.154000
380869674,2024-09-07,30.525324,35.5826591,Maan,Ash-Shobek,Yes,Sole proprietorship,صالون الشهد ,Service Activities,Personal services,قص الشعر وعمل عرائس ورسم حناء ,779909876,779909876,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,No,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-07,2024-09-07,19:37:44.602000,19:39:48.746000
380886104,2024-09-07,32.3065568,35.7620123,Ajloun,Anjara,No,Not Registered,شوكولاته دبي,Manufacturing,Food processing,تصنيع الشوكولاته,776921348,776921348,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-07,2024-09-07,20:13:43.413000,20:20:23.240000
380886108,2024-09-07,32.3065568,35.7620123,Ajloun,Anjara,No,Not Registered,ميني مول احمد,Wholesale and Retail Trade,Wholesale trading,مواد تموينيه,772142877,772142877,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-07,2024-09-07,20:17:54,20:20:08.458000
380897869,2024-09-07,30.3267783816173,35.4710156805713,Maan,Petra,No,Not Registered,دار الضيافة ,Accommodation and Food Services (Tourism(,Hotels,هوستل مصغر / الاقامه والبيت والضيافة ,777879612,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-07,2024-09-07,20:25:06.785000,20:49:24.773000
380897873,2024-09-07,30.3241402,35.4976373,Maan,Petra,Yes,Sole proprietorship,Petraeus castel Hotel ,Accommodation and Food Services (Tourism(,Hotels,الإقامة والضيافة/ مأكولات ومشروبات ,779616791,,50 to 250,Medium,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,5,1,1,1,1,1,5,1,0,0,1,1,1,1,0,0,,2024-09-07,2024-09-07,20:49:27.547000,20:55:55.827000
380956685,2024-08-28,32.5032993,35.6844265,Irbid,Koorah,Yes,Sole proprietorship,صيدليه الكمثرى ,Human Health and Social Work Activities,Medical practices,صيدليه ,78556379,479633255,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,2024-08-28,2024-09-08,10:05:02.132000,00:59:36.303000
380956688,2024-09-03,32.5206661,35.710917,Irbid,Koorah,Yes,Sole proprietorship,مدرسه و روضه الرؤى الاسلاميه ,Education,Primary education,مدرسه و روضه ,776364827,787089970,10 to 49,Small,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,2,1,0,0,1,0,2,0,0,0,0,1,1,0,0,0,,2024-09-03,2024-09-08,10:47:45.494000,00:32:12.340000
380956689,2024-09-03,32.5502026,35.8368302,Irbid,Irbid Qasabah,Yes,Sole proprietorship,مكتبه يوسف ,"Arts, Entertainment, and Recreation",Libraries,مكتبه / قرطاسية و مستلزمات التعليم,787994399,787994399,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-03,2024-09-07,11:28:12.908000,18:48:58.275000
380956691,2024-09-03,32.5502276,35.8368137,Irbid,Irbid Qasabah,Yes,Sole proprietorship,مؤسسه البرهان للاجهزه الخلويه,Information Technology,IT services,محل لبيع  للاجهزه الخلويه و تصليحها,787089970,787089970,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,2024-09-03,2024-09-07,11:30:24.468000,18:55:59.201000
380956693,2024-09-03,32.5545268,35.8475344,Irbid,Irbid Qasabah,Yes,Sole proprietorship,معجنات الباشا,Accommodation and Food Services (Tourism(,Restaurants,محل معجنات و سناكات,788804114,27249522,10 to 49,Small,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,3,0,2,0,1,0,3,1,0,0,0,0,1,1,0,0,,2024-09-03,2024-09-07,11:43:57.418000,18:35:13.212000
380956694,2024-09-03,32.5556928,35.8493348,Irbid,Irbid Qasabah,Yes,Sole proprietorship,استديو تصوير ,Information and Communication,Publishing,استديو تصوير ,778276817,778276817,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,2024-09-03,2024-09-08,11:46:56.094000,00:56:01.629000
380956696,2024-09-03,32.555702,35.8541406,Irbid,Irbid Qasabah,Yes,Sole proprietorship,مؤسسه العودات للاناره و النثريات,Wholesale and Retail Trade,Retail trade (electronics),محل لبيع النثريات و الكهربائيات,772207681,772207681,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,,2024-09-03,2024-09-07,12:08:25.093000,18:14:29.124000
380956697,2024-09-03,32.5553952,35.8551938,Irbid,Irbid Qasabah,Yes,Sole proprietorship,محلات يوسف  حداد للالبسه,Wholesale and Retail Trade,Retail trade (apparel),محلات ألبسه,795112741,795112741,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,2024-09-03,2024-09-07,13:18:01.227000,18:11:49.706000
380956701,2024-09-03,32.5556091,35.8493023,Irbid,Irbid Qasabah,Yes,Sole proprietorship,مركز بيلا للاسنان,Human Health and Social Work Activities,Medical practices,مركز معالجه اسنان,777410119,777410119,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,2,1,0,0,0,1,2,0,0,0,0,0,1,0,1,0,,2024-09-03,2024-09-07,16:14:40.473000,18:03:46.408000
380956702,2024-09-03,32.5556092,35.8493022,Irbid,Irbid Qasabah,Yes,Sole proprietorship,ابو شيخه للصرافه,Financial Services,Banking,تحويل عملات و الحوالات الدوليه,78684085,78684085,10 to 49,Small,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,2024-09-03,2024-09-08,16:15:41.089000,00:36:12.570000
381046765,2024-09-08,30.3150213,35.4824539,Maan,Petra,Yes,Sole proprietorship,مخبز الريف,Wholesale and Retail Trade,Retail trade (food),مخبوزات بلدية وريفيه / معجنات / شطائر,776351959,,10 to 49,Small,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,5,1,3,1,0,0,5,1,1,0,0,0,0,0,1,1,خبازين ,2024-09-08,2024-09-08,09:58:23.384000,10:26:10.677000
381046766,2024-09-08,30.315001,35.4825395,Maan,Petra,Yes,Sole proprietorship,شركة الفاتح لصناعة الأبواب,Manufacturing,Metal fabrication,تصنيع الأبواب الحديدية والخشب والمطابخ ,778001616,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,10:27:59.347000,10:36:21.106000
381046771,2024-09-08,30.3154524,35.4822992,Maan,Petra,Yes,Sole proprietorship,سوبر ماركت هايبرد صلاح الحمادين ,Wholesale and Retail Trade,Wholesale trading,أغذية/ معلبات / عصائر / منظفات / دخان / مكسرات محل جمله وتوزيع مواد تموينيه,795159059,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,10:49:01.146000,11:21:53.972000
381046776,2024-09-08,30.3169517,35.4823017,Maan,Petra,Yes,Sole proprietorship,مؤسسة عين الصدر لمواد البناء ,Construction,Specialized trade contracting,مواد البناء  /  أسمنت/ حديد / دهان / بناء مجمعات تجارية / سكنات,795621347,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,11:26:19.474000,11:35:21.309000
381046782,2024-09-08,30.3164214,35.4821387,Maan,Petra,No,Not Registered,اعمدة البتراء,Accommodation and Food Services (Tourism(,Hotels,الإقامة والضيافة ,776036588,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,4,0,1,1,1,1,4,1,0,0,1,1,1,0,0,0,,2024-09-08,2024-09-08,11:35:33.220000,11:41:20.920000
381046787,2024-09-08,30.3175001,35.4824373,Maan,Ash-Shobek,Yes,Sole proprietorship,سوبر ماركت عصام الحمادين,Wholesale and Retail Trade,Retail trade (food),مواد تموين / خضروات / مشروبات / سكاكر / مكسرات محماص,772178469,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,12:07:43.575000,12:10:20.838000
381046791,2024-09-08,30.3178166,35.482387,Maan,Petra,Yes,Sole proprietorship,عيادات الدكتور حمزه الطويسي,Human Health and Social Work Activities,Clinics,عيادات أسنان/ طب عام ,777771330,,10 to 49,Small,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,12:12:05.187000,12:14:34.495000
381046796,2024-09-08,30.3185579,35.4827876,Maan,Petra,Yes,Sole proprietorship,صيدلية السبع المثاني ,Human Health and Social Work Activities,Medical practices,صيدليه أدوية وخدمات طبية,797528082,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,صيدليه ,2024-09-08,2024-09-08,12:15:14.307000,12:20:31.805000
381046801,2024-09-08,30.3185734,35.483045,Maan,Petra,Yes,Sole proprietorship,سوبر ماركت زياد ابو هاني,Wholesale and Retail Trade,Wholesale trading,مواد تموينيه,790153457,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,12:20:42.959000,12:28:06.308000
381048657,2024-09-08,32.3574911,35.8838254,Jerash,Jerash Qasabah,No,Not Registered,مخيطه الايمان,Manufacturing,Textile manufacturing,"خياطه ملابس عسكريه مدنية تفصيل ملابس
",788157910,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,12:30:07.756000,12:34:44.419000
381052071,2024-09-08,31.8976658,35.8591782,Amman,Naour,Yes,Private shareholding,المثالية للتخفيضات,Wholesale and Retail Trade,Retail trade (furniture),أدوات منزلية واثاث,777892542,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,12:38:32.859000,12:46:58.726000
381052076,2024-09-08,31.8780479,35.830893,Amman,Naour,Yes,Private shareholding,أكاديمية القمة,Research and Development,Scientific research,كورسات تعليمية ومواد تدرييس,790111363,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,3,0,1,0,1,1,3,0,0,0,0,1,0,0,0,1,معلم اختصاصي في المواد التعليمية لطلاب التوجيهي ,2024-09-08,2024-09-08,12:30:06.025000,12:38:27.143000
381052080,2024-09-08,31.8708574,35.8244167,Amman,Naour,Yes,Cooperative,ناسور مول,Wholesale and Retail Trade,Retail trade (general merchandise),ملابس واحذية,796070296,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,2,0,0,0,1,1,2,0,1,0,0,0,0,1,0,0,,2024-09-08,2024-09-08,12:21:08.686000,12:29:57.753000
381055461,2024-09-08,31.8287611,35.8731466,Amman,Naour,Yes,Private shareholding,أهالي ناعور,Human Health and Social Work Activities,Clinics,أدوية ومنتجات صحية وتجميلية ,798582511,,Less than 10 employees,Micro,Yes,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,صيادلة,Yes,Yes,2,1,1,0,0,0,2,1,0,0,0,0,0,0,0,1,صيادلة,2024-09-08,2024-09-08,11:36:36.590000,11:43:39.008000
381055464,2024-09-08,31.8693236,35.8138489,Amman,Naour,Yes,Private shareholding,الحوراني للتكييف ,Wholesale and Retail Trade,Retail trade (electronics),بيع مكيفات ومراوح وفلاتر ,796235775,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,11:43:43.272000,11:47:40.991000
381055468,2024-09-08,31.8702525,35.8138489,Amman,Naour,Yes,Solidarity and recommendation,يونيفرسال,Transportation and Storage,Warehousing,أنظمة الألمنيوم والايجارات والمطابخ ,781065461,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,11:47:44.951000,11:54:08.348000
381057032,2024-09-08,32.3579327,35.8838074,Jerash,Jerash Qasabah,Yes,Sole proprietorship,مؤسسه الرصاصي للمعدات الطبيه,Human Health and Social Work Activities,Medical practices,معدات طبيه,772345041,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,12:37:36.412000,13:06:22.298000
381066919,2024-09-08,32.3607522,35.8983517,Jerash,Jerash Qasabah,Yes,Sole proprietorship,سوبر ماركت عبود,Wholesale and Retail Trade,Retail trade (general merchandise),بقاله مكسرات أدوات تموينيه,798823608,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,,2024-09-08,2024-09-08,13:14:47.289000,13:34:25.566000
381066920,2024-09-08,32.3579403,35.8837645,Jerash,Jerash Qasabah,Yes,Sole proprietorship,مركز الخير للمجمدات,Accommodation and Food Services (Tourism(,Catering,دواجن لحوم بيض مشتقات الحليب تجهيز طعام,777773036,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,2,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,,2024-09-08,2024-09-08,13:10:49.497000,13:14:36.714000
381066924,2024-09-08,32.3579294,35.883835,Jerash,Jerash Qasabah,Yes,Sole proprietorship,مركز المهندس لصيانه الاجهزه الإلكترونية ,Service Activities,Repair services,تصليح الاجهزة المحمولة ,785708573,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,2024-09-08,2024-09-08,13:06:59.702000,13:10:44.828000
381068660,2024-09-08,29.5339329,35.0045644,Aqaba,Aqaba Al-Qasabah,Yes,Solidarity and recommendation,صيدلية ياسين ,Human Health and Social Work Activities,Medical practices,صيدلية ,772076417,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,,2024-09-08,2024-09-08,09:24:04.837000,09:29:48.105000
381068664,2024-09-08,29.5339329,35.0045644,Aqaba,Aqaba Al-Qasabah,No,Not Registered,عيادة ابتسامة اللؤللؤة ,Human Health and Social Work Activities,Clinics,عيادة اسنان ,772228580,776824824,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,مساعدات اطباء ,2024-09-08,2024-09-08,09:30:35.801000,09:35:36.394000
381068670,2024-09-08,29.5323552,35.0055973,Aqaba,Aqaba Al-Qasabah,No,Not Registered,الدكتور خضر بخيتان ,Human Health and Social Work Activities,Clinics,عيادة انف وحنجرة ,795369189,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,,2024-09-08,2024-09-08,09:40:25.333000,09:50:15.566000
381068674,2024-09-08,29.5329275,35.0046971,Aqaba,Aqaba Al-Qasabah,Yes,Limited liability,مختبرات النجمة الطبية ,Human Health and Social Work Activities,Medical practices,مختبر تحاليل ,791400382,32013031,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,,2024-09-08,2024-09-08,09:50:35.966000,09:54:53.233000
381068677,2024-09-08,29.5326735,35.0053889,Aqaba,Aqaba Al-Qasabah,Yes,Sole proprietorship,شركة مركز سرايا للعلاج الطبيعي ,Human Health and Social Work Activities,Nursing homes,علاج طبيعي ,797830199,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,,2024-09-08,2024-09-08,09:56:56.591000,10:01:32.746000
381068679,2024-09-08,29.5327513,35.005338,Aqaba,Aqaba Al-Qasabah,Yes,Solidarity and recommendation,عيادة الدكتورة سيرين العلي ,Human Health and Social Work Activities,Clinics,تجميل ,795411253,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,,2024-09-08,2024-09-08,10:02:18.685000,10:08:51.172000
381068681,2024-09-08,29.5317081,35.0035314,Aqaba,Aqaba Al-Qasabah,No,Not Registered,عيادة الدكتورة فايزة الرياطي ,Human Health and Social Work Activities,Clinics,عيادة نسائية وتوليد ,797267544,,Less than 10 employees,Micro,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Yes,Yes,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,,2024-09-08,2024-09-08,10:10:02.501000,10:14:57.583000
